train start... 
steps: 2475, episodes: 100, mean episode reward: -1342.799, reward: -32.011, time: 5.142, TD error: 35.117, c_model: 17.792, actorQ: 1.276, a_model: 1.287
steps: 874975, episodes: 35000, mean episode reward: -669.066, reward: -9.457, time: 5.244, TD error: 9.565, c_model: 4.893, actorQ: 22.727, a_model: 0.097
steps: 877475, episodes: 35100, mean episode reward: -649.088, reward: -9.338, time: 5.258, TD error: 9.534, c_model: 4.878, actorQ: 22.788, a_model: 0.096
steps: 879975, episodes: 35200, mean episode reward: -664.179, reward: -9.359, time: 5.233, TD error: 9.502, c_model: 4.863, actorQ: 22.85, a_model: 0.096
steps: 882475, episodes: 35300, mean episode reward: -658.118, reward: -9.307, time: 5.334, TD error: 9.469, c_model: 4.847, actorQ: 22.914, a_model: 0.096
steps: 884975, episodes: 35400, mean episode reward: -656.118, reward: -9.584, time: 5.242, TD error: 9.44, c_model: 4.834, actorQ: 22.976, a_model: 0.095
steps: 887475, episodes: 35500, mean episode reward: -703.18, reward: -10.467, time: 5.285, TD error: 9.399, c_model: 4.814, actorQ: 23.052, a_model: 0.095
steps: 889975, episodes: 35600, mean episode reward: -670.18, reward: -9.799, time: 5.267, TD error: 9.374, c_model: 4.802, actorQ: 23.113, a_model: 0.095
steps: 892475, episodes: 35700, mean episode reward: -697.661, reward: -10.341, time: 5.255, TD error: 9.343, c_model: 4.787, actorQ: 23.17, a_model: 0.094
steps: 894975, episodes: 35800, mean episode reward: -699.251, reward: -10.516, time: 5.23, TD error: 9.313, c_model: 4.772, actorQ: 23.227, a_model: 0.094
steps: 897475, episodes: 35900, mean episode reward: -700.284, reward: -10.421, time: 5.229, TD error: 9.288, c_model: 4.761, actorQ: 23.287, a_model: 0.094
steps: 899975, episodes: 36000, mean episode reward: -708.188, reward: -10.676, time: 5.22, TD error: 9.263, c_model: 4.749, actorQ: 23.346, a_model: 0.093
steps: 902475, episodes: 36100, mean episode reward: -723.728, reward: -10.775, time: 5.292, TD error: 9.224, c_model: 4.731, actorQ: 23.416, a_model: 0.093
steps: 904975, episodes: 36200, mean episode reward: -683.953, reward: -10.24, time: 5.254, TD error: 9.192, c_model: 4.715, actorQ: 23.471, a_model: 0.093
steps: 907475, episodes: 36300, mean episode reward: -664.69, reward: -9.763, time: 5.225, TD error: 9.164, c_model: 4.701, actorQ: 23.528, a_model: 0.093
steps: 909975, episodes: 36400, mean episode reward: -684.142, reward: -10.113, time: 5.24, TD error: 9.135, c_model: 4.688, actorQ: 23.583, a_model: 0.092
steps: 912475, episodes: 36500, mean episode reward: -684.362, reward: -9.996, time: 5.327, TD error: 9.104, c_model: 4.673, actorQ: 23.637, a_model: 0.092
steps: 914975, episodes: 36600, mean episode reward: -665.078, reward: -9.761, time: 5.263, TD error: 9.071, c_model: 4.656, actorQ: 23.688, a_model: 0.092
steps: 917475, episodes: 36700, mean episode reward: -677.246, reward: -9.755, time: 5.279, TD error: 9.038, c_model: 4.641, actorQ: 23.759, a_model: 0.091
steps: 919975, episodes: 36800, mean episode reward: -666.388, reward: -9.664, time: 5.226, TD error: 9.007, c_model: 4.625, actorQ: 23.814, a_model: 0.091
steps: 922475, episodes: 36900, mean episode reward: -705.313, reward: -10.324, time: 5.228, TD error: 8.976, c_model: 4.611, actorQ: 23.868, a_model: 0.091
steps: 924975, episodes: 37000, mean episode reward: -676.898, reward: -9.888, time: 5.217, TD error: 8.947, c_model: 4.597, actorQ: 23.92, a_model: 0.091
steps: 927475, episodes: 37100, mean episode reward: -688.902, reward: -9.878, time: 5.262, TD error: 8.914, c_model: 4.581, actorQ: 23.975, a_model: 0.091
steps: 929975, episodes: 37200, mean episode reward: -673.369, reward: -9.735, time: 5.244, TD error: 8.887, c_model: 4.568, actorQ: 24.026, a_model: 0.09
steps: 932475, episodes: 37300, mean episode reward: -711.154, reward: -10.46, time: 5.282, TD error: 8.851, c_model: 4.551, actorQ: 24.091, a_model: 0.09
steps: 934975, episodes: 37400, mean episode reward: -660.628, reward: -9.56, time: 5.218, TD error: 8.82, c_model: 4.536, actorQ: 24.145, a_model: 0.09
steps: 937475, episodes: 37500, mean episode reward: -684.614, reward: -10.03, time: 5.607, TD error: 8.794, c_model: 4.524, actorQ: 24.198, a_model: 0.089
steps: 939975, episodes: 37600, mean episode reward: -674.027, reward: -9.817, time: 5.747, TD error: 8.766, c_model: 4.51, actorQ: 24.253, a_model: 0.089
steps: 942475, episodes: 37700, mean episode reward: -689.276, reward: -9.844, time: 5.229, TD error: 8.736, c_model: 4.496, actorQ: 24.304, a_model: 0.089
steps: 944975, episodes: 37800, mean episode reward: -663.521, reward: -9.434, time: 5.219, TD error: 8.712, c_model: 4.484, actorQ: 24.353, a_model: 0.089
steps: 947475, episodes: 37900, mean episode reward: -653.961, reward: -9.256, time: 5.304, TD error: 8.681, c_model: 4.468, actorQ: 24.416, a_model: 0.089
steps: 949975, episodes: 38000, mean episode reward: -665.059, reward: -9.411, time: 5.277, TD error: 8.651, c_model: 4.454, actorQ: 24.474, a_model: 0.088
steps: 952475, episodes: 38100, mean episode reward: -702.291, reward: -10.04, time: 5.228, TD error: 8.632, c_model: 4.445, actorQ: 24.534, a_model: 0.088
steps: 954975, episodes: 38200, mean episode reward: -681.043, reward: -9.704, time: 5.241, TD error: 8.61, c_model: 4.435, actorQ: 24.59, a_model: 0.088
steps: 957475, episodes: 38300, mean episode reward: -650.48, reward: -9.428, time: 5.192, TD error: 8.59, c_model: 4.426, actorQ: 24.645, a_model: 0.088
steps: 959975, episodes: 38400, mean episode reward: -646.898, reward: -9.174, time: 5.272, TD error: 8.569, c_model: 4.416, actorQ: 24.702, a_model: 0.087
steps: 962475, episodes: 38500, mean episode reward: -684.321, reward: -9.708, time: 5.282, TD error: 8.547, c_model: 4.406, actorQ: 24.774, a_model: 0.087
steps: 964975, episodes: 38600, mean episode reward: -706.272, reward: -10.14, time: 5.235, TD error: 8.525, c_model: 4.396, actorQ: 24.828, a_model: 0.087
steps: 967475, episodes: 38700, mean episode reward: -671.339, reward: -9.523, time: 5.223, TD error: 8.507, c_model: 4.388, actorQ: 24.881, a_model: 0.087
steps: 969975, episodes: 38800, mean episode reward: -672.716, reward: -9.807, time: 5.238, TD error: 8.494, c_model: 4.382, actorQ: 24.934, a_model: 0.087
steps: 972475, episodes: 38900, mean episode reward: -650.488, reward: -9.461, time: 5.77, TD error: 8.475, c_model: 4.373, actorQ: 24.986, a_model: 0.086
steps: 974975, episodes: 39000, mean episode reward: -668.432, reward: -9.695, time: 5.254, TD error: 8.456, c_model: 4.364, actorQ: 25.04, a_model: 0.086
steps: 977475, episodes: 39100, mean episode reward: -650.265, reward: -9.395, time: 5.282, TD error: 8.436, c_model: 4.355, actorQ: 25.107, a_model: 0.086
steps: 979975, episodes: 39200, mean episode reward: -665.809, reward: -9.653, time: 5.238, TD error: 8.424, c_model: 4.349, actorQ: 25.16, a_model: 0.086
steps: 982475, episodes: 39300, mean episode reward: -675.441, reward: -9.825, time: 5.238, TD error: 8.413, c_model: 4.344, actorQ: 25.212, a_model: 0.085
steps: 984975, episodes: 39400, mean episode reward: -685.755, reward: -10.084, time: 5.228, TD error: 8.398, c_model: 4.337, actorQ: 25.262, a_model: 0.085
steps: 987475, episodes: 39500, mean episode reward: -718.2, reward: -10.669, time: 5.246, TD error: 8.381, c_model: 4.329, actorQ: 25.308, a_model: 0.085
steps: 989975, episodes: 39600, mean episode reward: -719.725, reward: -10.692, time: 5.296, TD error: 8.372, c_model: 4.325, actorQ: 25.361, a_model: 0.085
steps: 992475, episodes: 39700, mean episode reward: -688.42, reward: -10.283, time: 5.559, TD error: 8.358, c_model: 4.318, actorQ: 25.418, a_model: 0.085
steps: 994975, episodes: 39800, mean episode reward: -684.517, reward: -10.316, time: 5.32, TD error: 8.344, c_model: 4.312, actorQ: 25.468, a_model: 0.084
steps: 997475, episodes: 39900, mean episode reward: -670.697, reward: -9.864, time: 5.252, TD error: 8.333, c_model: 4.307, actorQ: 25.517, a_model: 0.084
steps: 999975, episodes: 40000, mean episode reward: -683.662, reward: -9.921, time: 5.213, TD error: 8.325, c_model: 4.303, actorQ: 25.564, a_model: 0.084
steps: 1002475, episodes: 40100, mean episode reward: -675.417, reward: -10.009, time: 5.278, TD error: 8.312, c_model: 4.297, actorQ: 25.609, a_model: 0.084
steps: 1004975, episodes: 40200, mean episode reward: -659.487, reward: -9.768, time: 5.226, TD error: 8.301, c_model: 4.292, actorQ: 25.657, a_model: 0.084
steps: 1007475, episodes: 40300, mean episode reward: -657.925, reward: -9.786, time: 5.287, TD error: 8.29, c_model: 4.287, actorQ: 25.713, a_model: 0.083
steps: 1009975, episodes: 40400, mean episode reward: -679.738, reward: -9.996, time: 5.217, TD error: 8.283, c_model: 4.283, actorQ: 25.762, a_model: 0.083
steps: 1012475, episodes: 40500, mean episode reward: -665.3, reward: -9.618, time: 5.249, TD error: 8.272, c_model: 4.278, actorQ: 25.808, a_model: 0.083
steps: 1014975, episodes: 40600, mean episode reward: -692.839, reward: -10.447, time: 5.242, TD error: 8.261, c_model: 4.273, actorQ: 25.854, a_model: 0.083
steps: 1017475, episodes: 40700, mean episode reward: -649.509, reward: -9.255, time: 5.219, TD error: 8.252, c_model: 4.269, actorQ: 25.899, a_model: 0.083
steps: 1019975, episodes: 40800, mean episode reward: -689.881, reward: -10.066, time: 5.238, TD error: 8.245, c_model: 4.266, actorQ: 25.946, a_model: 0.082
steps: 1022475, episodes: 40900, mean episode reward: -667.696, reward: -9.87, time: 5.291, TD error: 8.234, c_model: 4.261, actorQ: 26.002, a_model: 0.082
steps: 1024975, episodes: 41000, mean episode reward: -697.489, reward: -10.419, time: 5.25, TD error: 8.224, c_model: 4.256, actorQ: 26.048, a_model: 0.082
steps: 1027475, episodes: 41100, mean episode reward: -695.111, reward: -10.307, time: 5.26, TD error: 8.215, c_model: 4.252, actorQ: 26.093, a_model: 0.082
steps: 1029975, episodes: 41200, mean episode reward: -690.33, reward: -10.229, time: 5.219, TD error: 8.207, c_model: 4.249, actorQ: 26.135, a_model: 0.082
steps: 1032475, episodes: 41300, mean episode reward: -657.766, reward: -9.612, time: 5.259, TD error: 8.201, c_model: 4.245, actorQ: 26.176, a_model: 0.082
steps: 1034975, episodes: 41400, mean episode reward: -677.404, reward: -10.233, time: 5.218, TD error: 8.196, c_model: 4.243, actorQ: 26.222, a_model: 0.082
steps: 1037475, episodes: 41500, mean episode reward: -669.227, reward: -9.865, time: 5.303, TD error: 8.191, c_model: 4.241, actorQ: 26.276, a_model: 0.081
steps: 1039975, episodes: 41600, mean episode reward: -683.137, reward: -10.293, time: 5.219, TD error: 8.183, c_model: 4.237, actorQ: 26.317, a_model: 0.081
steps: 1042475, episodes: 41700, mean episode reward: -704.399, reward: -10.417, time: 5.241, TD error: 8.178, c_model: 4.235, actorQ: 26.359, a_model: 0.081
steps: 1044975, episodes: 41800, mean episode reward: -687.571, reward: -10.361, time: 5.244, TD error: 8.171, c_model: 4.232, actorQ: 26.401, a_model: 0.081
steps: 1047475, episodes: 41900, mean episode reward: -660.355, reward: -9.83, time: 5.228, TD error: 8.164, c_model: 4.228, actorQ: 26.441, a_model: 0.081
steps: 1049975, episodes: 42000, mean episode reward: -677.838, reward: -9.852, time: 5.248, TD error: 8.161, c_model: 4.227, actorQ: 26.482, a_model: 0.08
steps: 1052475, episodes: 42100, mean episode reward: -665.656, reward: -9.674, time: 5.341, TD error: 8.155, c_model: 4.224, actorQ: 26.531, a_model: 0.08
steps: 1054975, episodes: 42200, mean episode reward: -647.379, reward: -9.262, time: 5.317, TD error: 8.15, c_model: 4.221, actorQ: 26.571, a_model: 0.08
steps: 1057475, episodes: 42300, mean episode reward: -652.465, reward: -9.475, time: 5.283, TD error: 8.147, c_model: 4.22, actorQ: 26.613, a_model: 0.08
steps: 1059975, episodes: 42400, mean episode reward: -652.001, reward: -9.269, time: 5.172, TD error: 8.146, c_model: 4.219, actorQ: 26.655, a_model: 0.08
steps: 1062475, episodes: 42500, mean episode reward: -635.141, reward: -9.098, time: 5.193, TD error: 8.141, c_model: 4.217, actorQ: 26.693, a_model: 0.079
steps: 1064975, episodes: 42600, mean episode reward: -657.66, reward: -9.596, time: 5.217, TD error: 8.141, c_model: 4.217, actorQ: 26.732, a_model: 0.079
steps: 1067475, episodes: 42700, mean episode reward: -643.262, reward: -9.596, time: 5.26, TD error: 8.137, c_model: 4.216, actorQ: 26.783, a_model: 0.079
steps: 1069975, episodes: 42800, mean episode reward: -649.543, reward: -9.398, time: 5.243, TD error: 8.132, c_model: 4.213, actorQ: 26.823, a_model: 0.079
steps: 1072475, episodes: 42900, mean episode reward: -660.564, reward: -9.517, time: 5.264, TD error: 8.13, c_model: 4.212, actorQ: 26.861, a_model: 0.079
steps: 1074975, episodes: 43000, mean episode reward: -670.392, reward: -9.752, time: 5.234, TD error: 8.129, c_model: 4.212, actorQ: 26.901, a_model: 0.079
steps: 1077475, episodes: 43100, mean episode reward: -655.797, reward: -9.42, time: 5.233, TD error: 8.123, c_model: 4.209, actorQ: 26.941, a_model: 0.078
steps: 1079975, episodes: 43200, mean episode reward: -656.077, reward: -9.341, time: 5.277, TD error: 8.122, c_model: 4.209, actorQ: 26.984, a_model: 0.078
steps: 1082475, episodes: 43300, mean episode reward: -644.993, reward: -9.392, time: 5.306, TD error: 8.118, c_model: 4.207, actorQ: 27.036, a_model: 0.078
steps: 1084975, episodes: 43400, mean episode reward: -683.42, reward: -10.114, time: 5.855, TD error: 8.113, c_model: 4.204, actorQ: 27.072, a_model: 0.078
steps: 1087475, episodes: 43500, mean episode reward: -681.852, reward: -10.037, time: 5.575, TD error: 8.108, c_model: 4.202, actorQ: 27.11, a_model: 0.078
steps: 1089975, episodes: 43600, mean episode reward: -671.05, reward: -9.691, time: 5.234, TD error: 8.102, c_model: 4.199, actorQ: 27.146, a_model: 0.078
steps: 1092475, episodes: 43700, mean episode reward: -673.636, reward: -9.91, time: 5.254, TD error: 8.098, c_model: 4.197, actorQ: 27.181, a_model: 0.078
steps: 1094975, episodes: 43800, mean episode reward: -688.895, reward: -10.306, time: 5.221, TD error: 8.092, c_model: 4.195, actorQ: 27.213, a_model: 0.077
steps: 1097475, episodes: 43900, mean episode reward: -681.016, reward: -9.971, time: 5.282, TD error: 8.089, c_model: 4.194, actorQ: 27.263, a_model: 0.077
steps: 1099975, episodes: 44000, mean episode reward: -681.821, reward: -9.989, time: 5.187, TD error: 8.085, c_model: 4.192, actorQ: 27.299, a_model: 0.077
steps: 1102475, episodes: 44100, mean episode reward: -661.578, reward: -9.667, time: 5.231, TD error: 8.079, c_model: 4.189, actorQ: 27.333, a_model: 0.077
steps: 1104975, episodes: 44200, mean episode reward: -666.621, reward: -9.805, time: 5.246, TD error: 8.075, c_model: 4.187, actorQ: 27.371, a_model: 0.077
steps: 1107475, episodes: 44300, mean episode reward: -680.071, reward: -9.675, time: 5.209, TD error: 8.072, c_model: 4.186, actorQ: 27.408, a_model: 0.077
steps: 1109975, episodes: 44400, mean episode reward: -678.557, reward: -9.608, time: 5.493, TD error: 8.075, c_model: 4.187, actorQ: 27.444, a_model: 0.076
steps: 1112475, episodes: 44500, mean episode reward: -666.487, reward: -9.504, time: 5.276, TD error: 8.074, c_model: 4.187, actorQ: 27.492, a_model: 0.076
steps: 1114975, episodes: 44600, mean episode reward: -659.116, reward: -9.704, time: 5.213, TD error: 8.067, c_model: 4.184, actorQ: 27.527, a_model: 0.076
steps: 1117475, episodes: 44700, mean episode reward: -663.374, reward: -9.716, time: 5.22, TD error: 8.063, c_model: 4.181, actorQ: 27.562, a_model: 0.076
steps: 1119975, episodes: 44800, mean episode reward: -667.455, reward: -9.659, time: 5.234, TD error: 8.059, c_model: 4.179, actorQ: 27.598, a_model: 0.076
steps: 1122475, episodes: 44900, mean episode reward: -655.176, reward: -9.512, time: 5.277, TD error: 8.056, c_model: 4.178, actorQ: 27.637, a_model: 0.076
steps: 1124975, episodes: 45000, mean episode reward: -650.43, reward: -9.447, time: 5.251, TD error: 8.053, c_model: 4.177, actorQ: 27.672, a_model: 0.076
steps: 1127475, episodes: 45100, mean episode reward: -653.674, reward: -9.376, time: 5.277, TD error: 8.05, c_model: 4.175, actorQ: 27.72, a_model: 0.075
steps: 1129975, episodes: 45200, mean episode reward: -658.325, reward: -9.587, time: 5.247, TD error: 8.048, c_model: 4.174, actorQ: 27.754, a_model: 0.075
steps: 1132475, episodes: 45300, mean episode reward: -650.065, reward: -9.367, time: 5.255, TD error: 8.044, c_model: 4.172, actorQ: 27.787, a_model: 0.075
steps: 1134975, episodes: 45400, mean episode reward: -649.887, reward: -9.188, time: 5.287, TD error: 8.041, c_model: 4.171, actorQ: 27.825, a_model: 0.075
steps: 1137475, episodes: 45500, mean episode reward: -666.936, reward: -9.582, time: 5.311, TD error: 8.041, c_model: 4.171, actorQ: 27.861, a_model: 0.075
steps: 1139975, episodes: 45600, mean episode reward: -633.368, reward: -9.094, time: 5.308, TD error: 8.035, c_model: 4.168, actorQ: 27.893, a_model: 0.075
steps: 1142475, episodes: 45700, mean episode reward: -673.058, reward: -9.597, time: 5.32, TD error: 8.034, c_model: 4.168, actorQ: 27.942, a_model: 0.075
steps: 1144975, episodes: 45800, mean episode reward: -662.898, reward: -9.556, time: 5.261, TD error: 8.032, c_model: 4.167, actorQ: 27.979, a_model: 0.075
steps: 1147475, episodes: 45900, mean episode reward: -684.563, reward: -10.194, time: 5.294, TD error: 8.027, c_model: 4.164, actorQ: 28.01, a_model: 0.074
steps: 1149975, episodes: 46000, mean episode reward: -675.714, reward: -10.085, time: 5.231, TD error: 8.024, c_model: 4.163, actorQ: 28.047, a_model: 0.074
steps: 1152475, episodes: 46100, mean episode reward: -676.543, reward: -10.161, time: 5.212, TD error: 8.021, c_model: 4.161, actorQ: 28.083, a_model: 0.074
steps: 1154975, episodes: 46200, mean episode reward: -698.016, reward: -10.788, time: 5.23, TD error: 8.018, c_model: 4.16, actorQ: 28.116, a_model: 0.074
steps: 1157475, episodes: 46300, mean episode reward: -662.461, reward: -10.105, time: 5.3, TD error: 8.021, c_model: 4.161, actorQ: 28.158, a_model: 0.074
steps: 1159975, episodes: 46400, mean episode reward: -667.117, reward: -9.835, time: 5.271, TD error: 8.018, c_model: 4.159, actorQ: 28.187, a_model: 0.074
steps: 1162475, episodes: 46500, mean episode reward: -652.644, reward: -9.622, time: 5.211, TD error: 8.016, c_model: 4.158, actorQ: 28.223, a_model: 0.074
steps: 1164975, episodes: 46600, mean episode reward: -665.352, reward: -9.64, time: 5.247, TD error: 8.011, c_model: 4.155, actorQ: 28.258, a_model: 0.074
steps: 1167475, episodes: 46700, mean episode reward: -672.001, reward: -9.724, time: 5.341, TD error: 8.009, c_model: 4.154, actorQ: 28.294, a_model: 0.073
steps: 1169975, episodes: 46800, mean episode reward: -653.538, reward: -9.693, time: 5.261, TD error: 8.005, c_model: 4.152, actorQ: 28.323, a_model: 0.073
steps: 1172475, episodes: 46900, mean episode reward: -655.386, reward: -9.522, time: 5.532, TD error: 8.002, c_model: 4.15, actorQ: 28.362, a_model: 0.073
steps: 1174975, episodes: 47000, mean episode reward: -670.281, reward: -9.823, time: 5.258, TD error: 8.001, c_model: 4.15, actorQ: 28.391, a_model: 0.073
steps: 1177475, episodes: 47100, mean episode reward: -663.595, reward: -9.839, time: 5.266, TD error: 8.001, c_model: 4.149, actorQ: 28.424, a_model: 0.073
steps: 1179975, episodes: 47200, mean episode reward: -650.566, reward: -9.388, time: 5.227, TD error: 7.997, c_model: 4.147, actorQ: 28.457, a_model: 0.073
steps: 1182475, episodes: 47300, mean episode reward: -670.507, reward: -9.936, time: 5.291, TD error: 7.992, c_model: 4.145, actorQ: 28.486, a_model: 0.073
steps: 1184975, episodes: 47400, mean episode reward: -683.603, reward: -10.47, time: 5.241, TD error: 7.995, c_model: 4.146, actorQ: 28.519, a_model: 0.073
steps: 1187475, episodes: 47500, mean episode reward: -674.745, reward: -10.178, time: 5.299, TD error: 7.991, c_model: 4.145, actorQ: 28.555, a_model: 0.073
steps: 1189975, episodes: 47600, mean episode reward: -661.729, reward: -10.053, time: 5.266, TD error: 7.988, c_model: 4.143, actorQ: 28.585, a_model: 0.072
steps: 1192475, episodes: 47700, mean episode reward: -664.855, reward: -10.015, time: 5.236, TD error: 7.985, c_model: 4.142, actorQ: 28.618, a_model: 0.072
steps: 1194975, episodes: 47800, mean episode reward: -659.697, reward: -10.018, time: 5.288, TD error: 7.989, c_model: 4.144, actorQ: 28.649, a_model: 0.072
steps: 1197475, episodes: 47900, mean episode reward: -667.646, reward: -10.153, time: 5.265, TD error: 7.985, c_model: 4.141, actorQ: 28.676, a_model: 0.072
steps: 1199975, episodes: 48000, mean episode reward: -657.319, reward: -9.637, time: 5.303, TD error: 7.985, c_model: 4.141, actorQ: 28.706, a_model: 0.072
steps: 1202475, episodes: 48100, mean episode reward: -660.375, reward: -9.835, time: 5.28, TD error: 7.985, c_model: 4.141, actorQ: 28.754, a_model: 0.072
steps: 1204975, episodes: 48200, mean episode reward: -661.618, reward: -9.833, time: 5.296, TD error: 7.983, c_model: 4.14, actorQ: 28.784, a_model: 0.072
steps: 1207475, episodes: 48300, mean episode reward: -640.646, reward: -9.56, time: 5.255, TD error: 7.981, c_model: 4.138, actorQ: 28.811, a_model: 0.072
steps: 1209975, episodes: 48400, mean episode reward: -638.985, reward: -9.188, time: 5.228, TD error: 7.978, c_model: 4.136, actorQ: 28.84, a_model: 0.072
steps: 1212475, episodes: 48500, mean episode reward: -666.136, reward: -9.822, time: 5.239, TD error: 7.974, c_model: 4.134, actorQ: 28.869, a_model: 0.072
steps: 1214975, episodes: 48600, mean episode reward: -654.586, reward: -9.585, time: 5.964, TD error: 7.971, c_model: 4.133, actorQ: 28.899, a_model: 0.072
steps: 1217475, episodes: 48700, mean episode reward: -654.164, reward: -9.363, time: 5.282, TD error: 7.964, c_model: 4.129, actorQ: 28.931, a_model: 0.072
steps: 1219975, episodes: 48800, mean episode reward: -666.531, reward: -9.616, time: 5.262, TD error: 7.964, c_model: 4.128, actorQ: 28.96, a_model: 0.071
steps: 1222475, episodes: 48900, mean episode reward: -656.086, reward: -9.776, time: 5.262, TD error: 7.961, c_model: 4.127, actorQ: 28.989, a_model: 0.071
steps: 1224975, episodes: 49000, mean episode reward: -657.946, reward: -9.542, time: 5.257, TD error: 7.957, c_model: 4.124, actorQ: 29.015, a_model: 0.071
steps: 1227475, episodes: 49100, mean episode reward: -661.753, reward: -9.759, time: 5.282, TD error: 7.95, c_model: 4.121, actorQ: 29.041, a_model: 0.071
steps: 1229975, episodes: 49200, mean episode reward: -646.239, reward: -9.511, time: 5.575, TD error: 7.946, c_model: 4.118, actorQ: 29.07, a_model: 0.071
steps: 1232475, episodes: 49300, mean episode reward: -652.707, reward: -9.832, time: 5.919, TD error: 7.94, c_model: 4.115, actorQ: 29.109, a_model: 0.071
steps: 1234975, episodes: 49400, mean episode reward: -642.642, reward: -9.393, time: 5.266, TD error: 7.939, c_model: 4.114, actorQ: 29.138, a_model: 0.071
steps: 1237475, episodes: 49500, mean episode reward: -687.648, reward: -10.232, time: 5.207, TD error: 7.935, c_model: 4.111, actorQ: 29.165, a_model: 0.071
steps: 1239975, episodes: 49600, mean episode reward: -669.248, reward: -10.041, time: 5.215, TD error: 7.929, c_model: 4.108, actorQ: 29.194, a_model: 0.071
steps: 1242475, episodes: 49700, mean episode reward: -666.894, reward: -9.997, time: 5.241, TD error: 7.925, c_model: 4.106, actorQ: 29.225, a_model: 0.071
steps: 1244975, episodes: 49800, mean episode reward: -647.038, reward: -9.567, time: 5.263, TD error: 7.925, c_model: 4.105, actorQ: 29.255, a_model: 0.071
steps: 1247475, episodes: 49900, mean episode reward: -656.398, reward: -9.794, time: 5.277, TD error: 7.923, c_model: 4.104, actorQ: 29.293, a_model: 0.071
steps: 1249975, episodes: 50000, mean episode reward: -646.013, reward: -9.41, time: 5.233, TD error: 7.917, c_model: 4.101, actorQ: 29.321, a_model: 0.07
steps: 1252475, episodes: 50100, mean episode reward: -657.875, reward: -9.58, time: 5.284, TD error: 7.916, c_model: 4.1, actorQ: 29.349, a_model: 0.07
steps: 1254975, episodes: 50200, mean episode reward: -657.265, reward: -9.701, time: 5.258, TD error: 7.913, c_model: 4.098, actorQ: 29.377, a_model: 0.07
steps: 1257475, episodes: 50300, mean episode reward: -657.804, reward: -9.749, time: 5.251, TD error: 7.909, c_model: 4.096, actorQ: 29.404, a_model: 0.07
steps: 1259975, episodes: 50400, mean episode reward: -666.043, reward: -10.0, time: 5.237, TD error: 7.904, c_model: 4.093, actorQ: 29.431, a_model: 0.07
steps: 1262475, episodes: 50500, mean episode reward: -655.065, reward: -9.753, time: 5.299, TD error: 7.901, c_model: 4.091, actorQ: 29.468, a_model: 0.07
steps: 1264975, episodes: 50600, mean episode reward: -694.549, reward: -10.602, time: 5.215, TD error: 7.895, c_model: 4.088, actorQ: 29.491, a_model: 0.07
steps: 1267475, episodes: 50700, mean episode reward: -685.446, reward: -10.368, time: 5.236, TD error: 7.889, c_model: 4.085, actorQ: 29.515, a_model: 0.07
steps: 1269975, episodes: 50800, mean episode reward: -675.579, reward: -10.044, time: 5.221, TD error: 7.883, c_model: 4.081, actorQ: 29.538, a_model: 0.07
steps: 1272475, episodes: 50900, mean episode reward: -684.217, reward: -9.893, time: 5.26, TD error: 7.878, c_model: 4.078, actorQ: 29.566, a_model: 0.07
steps: 1274975, episodes: 51000, mean episode reward: -660.697, reward: -9.555, time: 5.216, TD error: 7.874, c_model: 4.075, actorQ: 29.592, a_model: 0.07
steps: 1277475, episodes: 51100, mean episode reward: -653.712, reward: -9.344, time: 5.29, TD error: 7.869, c_model: 4.073, actorQ: 29.627, a_model: 0.07
steps: 1279975, episodes: 51200, mean episode reward: -651.839, reward: -9.637, time: 5.327, TD error: 7.861, c_model: 4.068, actorQ: 29.649, a_model: 0.07
steps: 1282475, episodes: 51300, mean episode reward: -679.089, reward: -10.325, time: 5.282, TD error: 7.853, c_model: 4.064, actorQ: 29.676, a_model: 0.07
steps: 1284975, episodes: 51400, mean episode reward: -666.92, reward: -9.988, time: 5.21, TD error: 7.847, c_model: 4.061, actorQ: 29.7, a_model: 0.07
steps: 1287475, episodes: 51500, mean episode reward: -658.787, reward: -9.582, time: 5.202, TD error: 7.847, c_model: 4.06, actorQ: 29.725, a_model: 0.07
steps: 1289975, episodes: 51600, mean episode reward: -671.103, reward: -10.163, time: 5.278, TD error: 7.842, c_model: 4.057, actorQ: 29.753, a_model: 0.069
steps: 1292475, episodes: 51700, mean episode reward: -666.127, reward: -9.832, time: 5.317, TD error: 7.835, c_model: 4.053, actorQ: 29.791, a_model: 0.069
steps: 1294975, episodes: 51800, mean episode reward: -662.151, reward: -9.786, time: 5.239, TD error: 7.829, c_model: 4.049, actorQ: 29.817, a_model: 0.069
steps: 1297475, episodes: 51900, mean episode reward: -668.751, reward: -10.214, time: 5.226, TD error: 7.822, c_model: 4.046, actorQ: 29.845, a_model: 0.069
steps: 1299975, episodes: 52000, mean episode reward: -696.935, reward: -10.488, time: 5.244, TD error: 7.815, c_model: 4.042, actorQ: 29.865, a_model: 0.069
steps: 1302475, episodes: 52100, mean episode reward: -686.094, reward: -10.563, time: 5.222, TD error: 7.81, c_model: 4.039, actorQ: 29.885, a_model: 0.069
steps: 1304975, episodes: 52200, mean episode reward: -658.649, reward: -10.112, time: 5.231, TD error: 7.803, c_model: 4.034, actorQ: 29.908, a_model: 0.069
steps: 1307475, episodes: 52300, mean episode reward: -654.826, reward: -9.56, time: 5.287, TD error: 7.802, c_model: 4.034, actorQ: 29.945, a_model: 0.069
